Bond_symbol,Issuer_name,Interest_rate,Maturity_date,Face_value,Underlying,Alt_Symbol,Suffix,Issue_type,Bypass_clearing,Currency_code,Flat,Bankrupt,Exchange
MUFG30A,"Mitsubishi UFJ Financial Group, Inc. 2.048% SNR  NTS 07/17/2030",2.048,07/17/2030,1000,MUFG,,30A,Corporate Bonds,NSCC,Regular Way,,,U
MUFG38,"Mitsubishi UFJ Financial Group, Inc. 4.286% 07/26/2038",4.286,07/26/2038,1000,MUFG,,38,Corporate Bonds,NSCC,Regular Way,,,U
MUFG39,"Mitsubishi UFJ Financial Group, Inc. 4.153% SNR NTS 03/07/2039",4.153,03/07/2039,1000,MUFG,,39,Corporate Bonds,NSCC,Regular Way,,,U
MUFG39A,"Mitsubishi UFJ Financial Group, Inc. 3.751% SNR NTS 07/18/2039",3.751,07/18/2039,1000,MUFG,,39A,Corporate Bonds,NSCC,Regular Way,,,U
MUR29,Murphy Oil Corporation 7.050% NTS 05/01/2029,7.05,05/01/2029,1000,MUR,,29,Corporate Bonds,NSCC,Regular Way,,,U
MUR32,Murphy Oil Corporation 6.00% SNR NTS 10/01/2032,6,10/01/2032,1000,MUR,,32,Corporate Bonds,NSCC,Regular Way,,,U
MUR34,Murphy Oil Corporation 6.50% SNR NTS 02/15/2034,6.5,02/15/2034,1000,MUR,,34,Corporate Bonds,NSCC,Regular Way,,,U
MUR42,Murphy Oil Corporation 6.125% 12/01/2042,6.125,12/01/2042,1000,MUR,,42,Corporate Bonds,NSCC,Regular Way,,,U
MUSA27,Murphy Oil USA Inc 5.625 05/01/2027,5.625,05/01/2027,1000,MUSA,,27,Corporate Bonds,NSCC,Regular Way,,,U
MUSA29,Murphy Oil USA Inc 4.75% SNR NTS 09/15/2029,4.75,09/15/2029,1000,MUSA,,29,Corporate Bonds,NSCC,Regular Way,,,U
NCDL30,Nuveen Churchill Direct Lending Corp 6.65% SNR NTS 03/15/2030,6.65,03/15/2030,1000,NCDL,,30,Corporate Bonds,NSCC,Regular Way,,,U
NEE/26,Florida Power & Light Co. 4.45% SNR NTS 05/15/2026,4.45,05/15/2026,1000,NEE,/,26,Corporate Bonds,NSCC,Regular Way,,,U
NEE/27,Nextera Energy Capital Holdings Inc 3.55% 05/01/2027,3.55,05/01/2027,1000,NEE,/,27,Corporate Bonds,NSCC,Regular Way,,,U
NEE/27A,NextEra Energy Capital Holdings Inc 1.875% SNR NTS 01/15/2027,1.875,01/15/2027,1000,NEE,/,27A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/27B,NextEra Energy Capital Holdings Inc 4.625% SNR NTS 07/15/2027,4.625,07/15/2027,1000,NEE,/,27B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/27C,NextEra Energy Capital Holdings Inc 4.60% UNSUB UNSEC DEB 09/01/2027,4.6,09/01/2027,1000,NEE,/,27C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/28,NextEra Energy Capital Holdings Inc 4.90% SNR NTS 02/28/2028,4.9,02/28/2028,1000,NEE,/,28,Corporate Bonds,NSCC,Regular Way,,,U
NEE/28A,Florida Power & Light Company 5.05% 1ST MTG BDS 04/01/2028,5.05,04/01/2028,1000,NEE,/,28A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/28B,Florida Power & Light Company 4.40% 1ST MTG BDS 05/15/2028,4.4,05/15/2028,1000,NEE,/,28B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/28C,NextEra Energy Capital Holdings Inc 4.85% SNR NTS 02/04/2028,4.85,02/04/2028,1000,NEE,/,28C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/29,Nextera Energy Capital Holdings Inc.  3.50% SNR DEB 04/01/2029,3.5,04/01/2029,1000,NEE,/,29,Corporate Bonds,NSCC,Regular Way,,,U
NEE/29A,NextEra Energy Capital Holdings Inc 4.90% SNR UNSEC DEB 03/15/2029,4.9,03/15/2029,1000,NEE,/,29A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/29B,Florida Power & Light Company 5.15% 1ST MTG BDS 06/15/2029,5.15,06/15/2029,1000,NEE,/,29B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/29C,NextEra Energy Capital Holdings Inc 4.635% SNR NTS 11/01/2029,4.635,11/01/2029,1000,NEE,/,29C,Corporate Bonds,No Clearing,Regular Way,,,U
NEE/30,NextEra Energy Capital Holdings Inc 5.00% SNR NTS 02/28/2030,5,02/28/2030,1000,NEE,/,30,Corporate Bonds,NSCC,Regular Way,,,U
NEE/30A,Florida Power & Light Company 4.625% 1ST MTG BDS 05/15/2030,4.625,05/15/2030,1000,NEE,/,30A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/30B,NextEra Energy Capital Holdings Inc 5.05% SNR NTS 03/15/2030,5.05,03/15/2030,1000,NEE,/,30B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/30C,NextEra Energy Capital Holdings Inc 2.25% SNR UNSEC DEB 06/01/2030,2.25,06/01/2030,1000,NEE,/,30C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/30D,"NextEra Energy Capital Holdings, Inc. 2.989% Debentures, Series due 02/10/2030",2.989,02/10/2030,1000,NEE,/,30D,Corporate Bonds,No Clearing,Euros,,,N
NEE/31,NextEra Energy Capital Holdings Inc 4.40% SNR UNSEC DEB  03/01/2031,4.4,03/01/2031,1000,NEE,/,31,Corporate Bonds,NSCC,Regular Way,,,U
NEE/31A,NextEra Energy Capital Holdings Inc 4.00% UNSEC DEB 02/15/2031,4,02/15/2031,1000,NEE,/,31A,Corporate Bonds,No Clearing,Regular Way,,,U
NEE/32,NextEra Energy Capital Holdings Inc 2.44% SNR NTS 01/15/2032,2.44,01/15/2032,1000,NEE,/,32,Corporate Bonds,NSCC,Regular Way,,,U
NEE/32A,Florida Power & Light Company 2.45% 1ST MTG BDS 02/03/2032,2.45,02/03/2032,1000,NEE,/,32A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/32B,NextEra Energy Capital Holdings Inc 5.00% SNR NTS 07/15/2032,5,07/15/2032,1000,NEE,/,32B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/32C,NextEra Energy Capital Holdings Inc 5.30% SNR UNSEC DEB 03/15/2032,5.3,03/15/2032,1000,NEE,/,32C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/33,Florida Power & Light Company 5.95% due 10/01/2033,5.95,10/01/2033,1000,NEE,/,33,Corporate Bonds,NSCC,Regular Way,,,U
NEE/33A,Florida Power & Light Company 5.85% due 02/01/2033,5.85,02/01/2033,1000,NEE,/,33A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/33B,NextEra Energy Capital Holdings Inc 5.05% SNR NTS 02/28/2033,5.05,02/28/2033,1000,NEE,/,33B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/33C,Florida Power & Light Company 5.10% 1ST MTG BDS 04/01/2033,5.1,04/01/2033,1000,NEE,/,33C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/33D,Florida Power & Light Company 4.80% 1ST MTG BDS 05/15/2033,4.8,05/15/2033,1000,NEE,/,33D,Corporate Bonds,NSCC,Regular Way,,,U
NEE/34,Florida Power & Light Company 5.625% due 04/01/2034,5.625,04/01/2034,1000,NEE,/,34,Corporate Bonds,NSCC,Regular Way,,,U
NEE/34A,NextEra Energy Capital Holdings Inc 5.25% SNR UNSEC DEB 03/15/2034,5.25,03/15/2034,1000,NEE,/,34A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/34B,Florida Power & Light Company 5.30% 1ST MTG BDS 06/15/2034,5.3,06/15/2034,1000,NEE,/,34B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/34C,Florida Power & Light Company 5.00% 1ST MTG BDS 08/01/2034,5,08/01/2034,1000,NEE,/,34C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/34D,"NextEra Energy Capital Holdings, Inc. 3.624% Debentures, Series due 02/10/2034",3.624,02/10/2034,1000,NEE,/,34D,Corporate Bonds,No Clearing,Euros,,,N
NEE/34E,NextEra Energy Capital Holdings Inc 4.00% UNSEC DEB 02/15/2034,4,02/15/2034,1000,NEE,/,34E,Corporate Bonds,No Clearing,Regular Way,,,U
NEE/35,Florida Power & Light Company 5.65% due 02/01/2035,5.65,02/01/2035,1000,NEE,/,35,Corporate Bonds,NSCC,Regular Way,,,U
NEE/35A,Florida Power & Light Company 5.40% 09/01/2035,5.4,09/01/2035,1000,NEE,/,35A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/35B,Florida Power & Light Company 4.95% due 06/01/2035,4.95,06/01/2035,1000,NEE,/,35B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/35C,NextEra Energy Capital Holdings Inc 5.45% SNR UNSEC DEB 03/15/2035,5.45,03/15/2035,1000,NEE,/,35C,Corporate Bonds,NSCC,Regular Way,,,U
NEE/36,Florida Power & Light Company 6.20% 1st MTG 06/01/2036,6.2,06/01/2036,1000,NEE,/,36,Corporate Bonds,NSCC,Regular Way,,,U
NEE/37,Florida Power & Light Company 5.65% due 02/01/2037,5.65,02/01/2037,1000,NEE,/,37,Corporate Bonds,NSCC,Regular Way,,,U
NEE/37A,Florida Power & Light Company 5.85% 1st MTG NTS 05/01/2037,5.85,05/01/2037,1000,NEE,/,37A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/38,Florida Power & Light Company 5.95% 1st MTG NTS 02/01/2038,5.95,02/01/2038,1000,NEE,/,38,Corporate Bonds,NSCC,Regular Way,,,U
NEE/39,Florida Power & Light Company 5.96%  04/01/2039,5.96,04/01/2039,1000,NEE,/,39,Corporate Bonds,NSCC,Regular Way,,,U
NEE/40,Florida Power & Light Company 5.69% 03/01/2040,5.69,03/01/2040,1000,NEE,/,40,Corporate Bonds,NSCC,Regular Way,,,U
NEE/41,Florida Power & Light Company 5.125%  06/01/2041 (Face Value 25),5.125,06/01/2041,25,NEE,/,41,Corporate Bonds,No Clearing,Regular Way,,,U
NEE/41A,Florida Power & Light Company 5.25% 02/01/2041,5.25,02/01/2041,1000,NEE,/,41A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/42,Florida Power & Light Company 4.125%  02/01/2042,4.125,02/01/2042,1000,NEE,/,42,Corporate Bonds,NSCC,Regular Way,,,U
NEE/42A,Florida Power & Light Company 4.05% 06/01/2042,4.05,06/01/2042,1000,NEE,/,42A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/42B,Florida Power & Light Company 3.80% 12/15/2042,3.8,12/15/2042,1000,NEE,/,42B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/44,Florida Power & Light Company 4.05% 10/01/2044,4.05,10/01/2044,1000,NEE,/,44,Corporate Bonds,NSCC,Regular Way,,,U
NEE/47,Florida Power & Light Company 3.7 12/01/2047,3.7,12/01/2047,1000,NEE,/,47,Corporate Bonds,NSCC,Regular Way,,,U
NEE/48,Florida Power & Light Company 4.125% 06/01/2048,4.125,06/01/2048,1000,NEE,/,48,Corporate Bonds,NSCC,Regular Way,,,U
NEE/48A,Florida Power & Light Company 3.95% 03/01/2048,3.95,03/01/2048,1000,NEE,/,48A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/49,Florida Power & Light Company 3.99% 03/01/2049,3.99,03/01/2049,1000,NEE,/,49,Corporate Bonds,NSCC,Regular Way,,,U
NEE/49A,Florida Power & Light Company 3.15% SNR NTS 10/01/2049,3.15,10/01/2049,1000,NEE,/,49A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/51,Florida Power & Light Company 2.875% 1ST MTG BDS 12/04/2051,2.875,12/04/2051,1000,NEE,/,51,Corporate Bonds,NSCC,Regular Way,,,U
NEE/52,NextEra Energy Capital Holdings Inc 3.00% SNR NTS 01/15/2052,3,01/15/2052,1000,NEE,/,52,Corporate Bonds,NSCC,Regular Way,,,U
NEE/53,NextEra Energy Capital Holdings Inc 5.25% SNR NTS 02/28/2053,5.25,02/28/2053,1000,NEE,/,53,Corporate Bonds,NSCC,Regular Way,,,U
NEE/53A,Florida Power & Light Company 5.30% 1ST MTG BDS 04/01/2053,5.3,04/01/2053,1000,NEE,/,53A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/54,NextEra Energy Capital Holdings Inc 5.55% SNR UNSEC DEB 03/15/2054,5.55,03/15/2054,1000,NEE,/,54,Corporate Bonds,NSCC,Regular Way,,,U
NEE/54A,Florida Power & Light Company 5.60% 1ST MTG BDS 06/15/2054,5.6,06/15/2054,1000,NEE,/,54A,Corporate Bonds,NSCC,Regular Way,,,U
NEE/55,NextEra Energy Capital Holdings Inc 5.90% SNR NTS 03/15/2055,5.9,03/15/2055,1000,NEE,/,55,Corporate Bonds,NSCC,Regular Way,,,U
NEE/56,"NextEra Energy Capital Holdings, Inc. Series V Junior Subordinated Debentures due 05/15/2056",3.996,05/15/2056,1000,NEE,/,56,Corporate Bonds,No Clearing,Euros,,,N
NEE/56A,"NextEra Energy Capital Holdings, Inc. Series W Junior Subordinated Debentures due 05/15/2056",4.496,05/15/2056,1000,NEE,/,56A,Corporate Bonds,No Clearing,Euros,,,N
NEE/56B,NextEra Energy Capital Holdings Inc 5.85% SNR UNSEC DEB  03/01/2056,5.85,03/01/2056,1000,NEE,/,56B,Corporate Bonds,NSCC,Regular Way,,,U
NEE/56C,"NextEra Energy Capital Holdings, Inc. Series X Junior Subordinated Debentures due 02/26/2056",4.2,02/26/2056,1000,NEE,/,56C,Corporate Bonds,No Clearing,Euros,,,N
NEE/56D,"NextEra Energy Capital Holdings, Inc. Series Y Junior Subordinated Debentures due 02/26/2056",4.75,02/26/2056,1000,NEE,/,56D,Corporate Bonds,No Clearing,Euros,,,N
NEM/44,Goldcorp Inc 5.45% 06/09/2044,5.45,06/09/2044,1000,NEM,/,44,Corporate Bonds,NSCC,Regular Way,,,U
NEM29,Newmont Corporation 2.80% SNR NTS 10/01/2029,2.8,10/01/2029,1000,NEM,,29,Corporate Bonds,NSCC,Regular Way,,,U
NEM35,Newmont Corporation 5.875% NTS 04/01/2035,5.875,04/01/2035,1000,NEM,,35,Corporate Bonds,NSCC,Regular Way,,,U
NEM35A,Newmont Corporation 5.875% SNR NTS 04/01/2035,5.875,04/01/2035,1000,NEM,,35A,Corporate Bonds,NSCC,Regular Way,,,U
NEM39,Newmont Corporation 6.25% GTD NTS 10/01/2039,6.25,10/01/2039,1000,NEM,,39,Corporate Bonds,NSCC,Regular Way,,,U
NEM42,Newmont Corporation 4.875%  03/15/2042,4.875,03/15/2042,1000,NEM,,42,Corporate Bonds,NSCC,Regular Way,,,U
NEU31,Newmarket Corporation 2.70% SNR NTS 03/18/2031,2.7,03/18/2031,1000,NEU,,31,Corporate Bonds,NSCC,Regular Way,,,U
NFG26A,National Fuel Gas Company 5.50% NTS 10/01/2026,5.5,10/01/2026,1000,NFG,,26A,Corporate Bonds,NSCC,Regular Way,,,U
NFG27,National Fuel Gas Company 3.95 09/15/2027,3.95,09/15/2027,1000,NFG,,27,Corporate Bonds,NSCC,Regular Way,,,U
NFG28,National Fuel Gas Company 4.75% 09/01/2028,4.75,09/01/2028,1000,NFG,,28,Corporate Bonds,NSCC,Regular Way,,,U
NFG30,National Fuel Gas Company 5.50% SNR NTS 03/15/2030,5.5,03/15/2030,1000,NFG,,30,Corporate Bonds,NSCC,Regular Way,,,U
NFG31,National Fuel Gas Company 2.95% SNR NTS 03/01/2031,2.95,03/01/2031,1000,NFG,,31,Corporate Bonds,NSCC,Regular Way,,,U
NFG35,National Fuel Gas Company 5.95% SNR NTS 03/15/2035,5.95,03/15/2035,1000,NFG,,35,Corporate Bonds,NSCC,Regular Way,,,U
NGG/30,KeySpan Corp 8.000% NTS 11/15/30,8,11/15/2030,1000,NGG,/,30,Corporate Bonds,NSCC,Regular Way,,,U
NGG/33,KeySpan Corp 5.875% NTS 04/01/33,5.875,04/01/2033,1000,NGG,/,33,Corporate Bonds,NSCC,Regular Way,,,U
NGG/35,KeySpan Corp 5.803% NTS 04/01/35,5.803,04/01/2035,1000,NGG,/,35,Corporate Bonds,NSCC,Regular Way,,,U
NGG28,National Grid PLC 5.602% SNR NTS 06/12/2028,5.602,06/12/2028,1000,NGG,,28,Corporate Bonds,NSCC,Regular Way,,,N
NGG33,National Grid PLC 5.809% SNR NTS 06/12/2033,5.809,06/12/2033,1000,NGG,,33,Corporate Bonds,NSCC,Regular Way,,,N
NGG34,National Grid PLC 5.418% SNR NTS 01/11/2034,5.418,01/11/2034,1000,NGG,,34,Corporate Bonds,NSCC,Regular Way,,,N
NHI31,"National Health Investors, Inc. 3.00% SNR NTS 02/01/2031",3,02/01/2031,1000,NHI,,31,Corporate Bonds,NSCC,Regular Way,,,U
NHI33,"National Health Investors, Inc. 5.35% SNR NTS 02/01/2033",5.35,02/01/2033,1000,NHI,,33,Corporate Bonds,NSCC,Regular Way,,,U
NI/27,"NIPSCO Capital Markets, Inc. 7.99% MTN 05/05/2027",7.99,05/05/2027,1000,NI,/,27,Corporate Bonds,NSCC,Regular Way,,,U
NI/27A,NiSource Finance Corp. 3.49 05/15/2027,3.49,05/15/2027,1000,NI,/,27A,Corporate Bonds,NSCC,Regular Way,,,U
NI/28,Bay State Gas Co. 6.26% MTN 02/15/2028,6.26,02/15/2028,1000,NI,/,28,Corporate Bonds,NSCC,Regular Way,,,U
NI/40,NiSource Finance Corp. 6.25%  12/15/2040,6.25,12/15/2040,1000,NI,/,40,Corporate Bonds,NSCC,Regular Way,,,U
NI/41,NiSource Finance Corp. 5.95% 06/15/2041,5.95,06/15/2041,1000,NI,/,41,Corporate Bonds,NSCC,Regular Way,,,U
NI/42,NiSource Finance Corp. 5.80% 02/01/2042,5.8,02/01/2042,1000,NI,/,42,Corporate Bonds,NSCC,Regular Way,,,U
NI/43,NiSource Finance Corp. 5.25% 02/15/2043,5.25,02/15/2043,1000,NI,/,43,Corporate Bonds,NSCC,Regular Way,,,U
NI/44,Nisource Finance Corp. 4.80% 02/15/2044,4.8,02/15/2044,1000,NI,/,44,Corporate Bonds,NSCC,Regular Way,,,U
NI/45,Nisource Finance Corp. 5.65% 02/01/45,5.65,02/01/2045,1000,NI,/,45,Corporate Bonds,NSCC,Regular Way,,,U
NI/47,NiSource Finance Corp. 4.375 05/15/2047,4.375,05/15/2047,1000,NI,/,47,Corporate Bonds,NSCC,Regular Way,,,U
NI/48,NiSource Finance Corp. 3.95 03/30/2048,3.95,03/30/2048,1000,NI,/,48,Corporate Bonds,NSCC,Regular Way,,,U
NI28,NiSource Inc. 5.25% SNR NTS 03/30/2028,5.25,03/30/2028,1000,NI,,28,Corporate Bonds,NSCC,Regular Way,,,U
NI29,NiSource Inc. 2.95 09/01/2029,2.95,09/01/2029,1000,NI,,29,Corporate Bonds,NSCC,Regular Way,,,U
NI29A,NiSource Inc. 5.20% SNR NTS 07/01/2029,5.2,07/01/2029,1000,NI,,29A,Corporate Bonds,NSCC,Regular Way,,,U
NI30,NiSource Inc. 3.60% SNR NTS 05/01/2030,3.6,05/01/2030,1000,NI,,30,Corporate Bonds,NSCC,Regular Way,,,U
NI31,NiSource Inc. 1.70% SNR  NTS 02/15/2031,1.7,02/15/2031,1000,NI,,31,Corporate Bonds,NSCC,Regular Way,,,U
NI33,NiSource Inc. 5.40% SNR NTS 06/30/2033,5.4,06/30/2033,1000,NI,,33,Corporate Bonds,NSCC,Regular Way,,,U
NI34,NiSource Inc. 5.35% NTS 04/01/2034,5.35,04/01/2034,1000,NI,,34,Corporate Bonds,NSCC,Regular Way,,,U
NI35,NiSource Inc. 5.35% SNR NTS 07/15/2035,5.35,07/15/2035,1000,NI,,35,Corporate Bonds,NSCC,Regular Way,,,U
NI52,NiSource Inc. 5.00% SNR NTS 06/15/2052,5,06/15/2052,1000,NI,,52,Corporate Bonds,NSCC,Regular Way,,,U
NI55,NiSource Inc. 5.85% SNR NTS 04/01/2055,5.85,04/01/2055,1000,NI,,55,Corporate Bonds,NSCC,Regular Way,,,U
NKE26,"Nike, Inc. 2.375% 11/01/2026",2.375,11/01/2026,1000,NKE,,26,Corporate Bonds,NSCC,Regular Way,,,U
NKE27,"Nike, Inc. 2.75% SNR NTS 03/27/2027",2.75,03/27/2027,1000,NKE,,27,Corporate Bonds,NSCC,Regular Way,,,U
NKE30,"Nike, Inc. 2.85% SNR NTS 03/27/2030",2.85,03/27/2030,1000,NKE,,30,Corporate Bonds,NSCC,Regular Way,,,U
NKE40,"Nike, Inc. 3.25% SNR NTS 03/27/2040",3.25,03/27/2040,1000,NKE,,40,Corporate Bonds,NSCC,Regular Way,,,U
NKE43,"Nike, Inc.  3.625% 05/01/2043",3.625,05/01/2043,1000,NKE,,43,Corporate Bonds,NSCC,Regular Way,,,U
NKE45,"Nike, Inc. 3.875% 11/01/2045",3.875,11/01/2045,1000,NKE,,45,Corporate Bonds,NSCC,Regular Way,,,U
NKE46,"Nike, Inc. 3.375% 11/01/2046",3.375,11/01/2046,1000,NKE,,46,Corporate Bonds,NSCC,Regular Way,,,U
NKE50,"Nike, Inc. 3.375% SNR NTS 03/27/2050",3.375,03/27/2050,1000,NKE,,50,Corporate Bonds,NSCC,Regular Way,,,U
NMR/30,"Nomura America Finance, LLC Floating Rate Notes due 11/17/2030",0,11/17/2030,1000,NMR,/,30,Corporate Bonds,No Clearing,Regular Way,,,N
NMR/34,"Nomura America Finance, LLC  Callable Leveraged Steepener Notes due  07/29/2034",0,07/29/2034,1000,NMR,/,34,Corporate Bonds,No Clearing,Regular Way,,,N
NMR26A,"Nomura Holdings, Inc. 1.653% UNSUB NTS 07/14/2026",1.653,07/14/2026,1000,NMR,,26A,Corporate Bonds,NSCC,Regular Way,,,U
NMR27,"Nomura Holdings, Inc. 2.329% SNR NTS 01/22/2027",2.329,01/22/2027,1000,NMR,,27,Corporate Bonds,NSCC,Regular Way,,,U
NMR27A,"Nomura Holdings, Inc. 5.386% SNR NTS 07/06/2027",5.386,07/06/2027,1000,NMR,,27A,Corporate Bonds,NSCC,Regular Way,,,U
NMR28A,"Nomura Holdings, Inc. 2.172% UNSUB NTS 07/14/2028",2.172,07/14/2028,1000,NMR,,28A,Corporate Bonds,NSCC,Regular Way,,,U
NMR29,"Nomura Holdings, Inc. 5.605% SNR NTS 07/06/2029",5.605,07/06/2029,1000,NMR,,29,Corporate Bonds,NSCC,Regular Way,,,U
NMR30,"Nomura Holdings, Inc. 3.103% SNR NTS 01/16/2030",3.103,01/16/2030,1000,NMR,,30,Corporate Bonds,NSCC,Regular Way,,,U
NMR30A,"Nomura Holdings, Inc. 2.679% SNR NTS 07/16/2030",2.679,07/16/2030,1000,NMR,,30A,Corporate Bonds,NSCC,Regular Way,,,U
NMR31A,"Nomura Holdings, Inc. 2.608% UNSUB NTS 07/14/2031",2.68,07/14/2031,1000,NMR,,31A,Corporate Bonds,NSCC,Regular Way,,,U
NMR32,"Nomura Holdings, Inc. 2.999% UNSUB NTS 01/22/2032",2.999,01/22/2032,1000,NMR,,32,Corporate Bonds,NSCC,Regular Way,,,U
NNN26,NNN REIT Inc 3.60% 12/15/2026,3.6,12/15/2026,1000,NNN,,26,Corporate Bonds,NSCC,Regular Way,,,U
NNN28,NNN REIT Inc 4.30% 10/15/2028,4.3,10/15/2028,1000,NNN,,28,Corporate Bonds,NSCC,Regular Way,,,U
NNN30,NNN REIT Inc 2.50% SNR NTS 04/15/2030,2.5,04/15/2030,1000,NNN,,30,Corporate Bonds,NSCC,Regular Way,,,U
NNN31,NNN REIT Inc 4.60% SNR NTS 02/15/2031,4.6,02/15/2031,1000,NNN,,31,Corporate Bonds,NSCC,Regular Way,,,U
NNN33,NNN REIT Inc 5.60% SNR NTS 10/15/2033,5.6,10/15/2033,1000,NNN,,33,Corporate Bonds,NSCC,Regular Way,,,U
NNN34,NNN REIT Inc 5.50% SNR NTS 06/15/2034,5.5,06/15/2034,1000,NNN,,34,Corporate Bonds,NSCC,Regular Way,,,U
NNN48,NNN REIT Inc 4.80% 10/15/2048,4.8,10/15/2048,1000,NNN,,48,Corporate Bonds,NSCC,Regular Way,,,U
NNN50,NNN REIT Inc 3.10% SNR NTS 04/15/2050,3.1,04/15/2050,1000,NNN,,50,Corporate Bonds,NSCC,Regular Way,,,U
NNN51,NNN REIT Inc 3.50% SNR NTS 04/15/2051,3.5,04/15/2051,1000,NNN,,51,Corporate Bonds,NSCC,Regular Way,,,U
NOC/28,Northrop Grumman Space & Mission Systems Corp. 6.65% 01/15/2028,6.65,01/15/2028,1000,NOC,/,28,Corporate Bonds,NSCC,Regular Way,,,U
NOC/29,Northrop Grumman Space & Mission Systems Corp. 7.75%  DEB 06/01/2029,7.75,06/01/2029,1000,NOC,/,29,Corporate Bonds,NSCC,Regular Way,,,U
NOC/36,"Litton Industries, Inc. 6.98% DEB 03/15/2036",6.98,03/15/2036,1000,NOC,/,36,Corporate Bonds,NSCC,Regular Way,,,U
NOC27,Northrop Grumman Corporation 3.2 02/01/2027,3.2,02/01/2027,1000,NOC,,27,Corporate Bonds,NSCC,Regular Way,,,U
NOC28,Northrop Grumman Corporation 3.25 01/15/2028,3.25,01/15/2028,1000,NOC,,28,Corporate Bonds,NSCC,Regular Way,,,U
NOC29,Northrop Grumman Corporation 4.60% SNR NTS 02/01/2029,4.6,02/01/2029,1000,NOC,,29,Corporate Bonds,NSCC,Regular Way,,,U
NOC30,Northrop Grumman Corporation 4.40% SNR NTS 05/01/2030,4.4,05/01/2030,1000,NOC,,30,Corporate Bonds,NSCC,Regular Way,,,U
NOC30A,Northrop Grumman Corporation 4.65% SNR NTS  07/15/2030,4.65,07/15/2030,1000,NOC,,30A,Corporate Bonds,NSCC,Regular Way,,,U
NOC31,Northrop Grumman Corporation 7.75% DEBS 02/15/2031,7.75,02/15/2031,1000,NOC,,31,Corporate Bonds,NSCC,Regular Way,,,U
NOC33,Northrop Grumman Corporation 4.70% SNR NTS 03/15/2033,4.7,03/15/2033,1000,NOC,,33,Corporate Bonds,NSCC,Regular Way,,,U
NOC34,Northrop Grumman Corporation 4.90% SNR NTS 06/01/2034,4.9,06/01/2034,1000,NOC,,34,Corporate Bonds,NSCC,Regular Way,,,U
NOC35,Northrop Grumman Corporation 5.25% SNR NTS  07/15/2035,5.25,07/15/2035,1000,NOC,,35,Corporate Bonds,NSCC,Regular Way,,,U
NOC40,Northrop Grumman Corporation 5.05% SNR NTS 11/15/2040,5.05,11/15/2040,1000,NOC,,40,Corporate Bonds,NSCC,Regular Way,,,U
NOC40A,Northrop Grumman Corporation 5.15% SNR NTS 05/01/2040,5.15,05/01/2040,1000,NOC,,40A,Corporate Bonds,NSCC,Regular Way,,,U
NOC43,Northrop Grumman Corporation 4.75% 06/01/2043,4.75,06/01/2043,1000,NOC,,43,Corporate Bonds,NSCC,Regular Way,,,U
NOC45,Northrop Grumman Corporation 3.85% 04/15/2045,3.85,04/15/2045,1000,NOC,,45,Corporate Bonds,NSCC,Regular Way,,,U
NOC47,Northrop Grumman Corporation 4.03 10/15/2047,4.03,10/15/2047,1000,NOC,,47,Corporate Bonds,NSCC,Regular Way,,,U
NOC50,Northrop Grumman Corporation 5.25% SNR NTS 05/01/2050,5.25,05/01/2050,1000,NOC,,50,Corporate Bonds,NSCC,Regular Way,,,U
NOC53,Northrop Grumman Corporation 4.95% SNR NTS 03/15/2053,4.95,03/15/2053,1000,NOC,,53,Corporate Bonds,NSCC,Regular Way,,,U
NOC54,Northrop Grumman Corporation 5.20% SNR NTS 06/01/2054,5.2,06/01/2054,1000,NOC,,54,Corporate Bonds,NSCC,Regular Way,,,U
NOK/28,Lucent Technologies Inc. 6.50% DEB 01/15/2028,6.5,01/15/2028,1000,NOK,/,28,Corporate Bonds,NSCC,Regular Way,,,U
