date	old_codes	new_codes	tables	line_numbers	description
2015q2	New code	644122075	 F.128.m, L.128.m	 13, 13	Mortgage real estate investment trusts; debt securities; liability 
2015q2	New code	644123005	 F.128, F.214, L.128, L.214	 19, 23, 16, 23	Real estate investment trusts; loans; liability 
2015q2	New code	644123085	 F.128.e, L.128.e	 11, 11	Equity real estate investment trusts; loans; liability 
2015q2	New code	664123005	 F.129, F.214, L.129, L.214	 19, 24, 17, 24	Security brokers and dealers; loans; liability
2015q2	New code	704123005			Private depository institutions; loans; liability
2015q2	New code	794123005	 F.108, F.214, Flows_matrix, L.108, L.214, Levels_matrix	 44, 17, 29:12, 38, 17, 19:12	Financial business; loans; liability 
2015q2	New code	894122005	 F.208, F.208, F.208, Flows_matrix, Flows_matrix, L.208, L.208, L.208, Levels_matrix, Levels_matrix	 1, 7, 25, 23:15, 23:16, 1, 7, 25, 13:15, 13:16	All sectors; total debt securities; liability
2015q2	New code	894123005	 F.214, F.214, F.214, Flows_matrix, Flows_matrix, L.214, L.214, L.214, Levels_matrix, Levels_matrix	 1, 10, 28, 29:15, 29:16, 1, 10, 28, 19:15, 19:16	All sectors; total loans; liability
2015q2	New code	793096105	 620_matrix, 720_matrix	 36:3, 36:3	Financial business; miscellaneous assets and SDR certificates (IMA)
2015q2	New code	713096105	 620_matrix, 620_matrix, 720_matrix, 720_matrix, SBS_matrix	 34:5, 36:5, 34:5, 36:5, 9:3	Monetary authority; miscellaneous assets and SDR certificates (IMA) 
2015q2	New code	843096105	 620_matrix, 620_matrix, 720_matrix, 720_matrix	 34:4, 36:4, 34:4, 36:4	Monetary authority, private depository institutions, and money market mutual funds; miscellaneous assets and SDR certificates (IMA) 
2015q2	New code	263169205	 F.216, L.216	 10, 10	Rest of the world; U.S. government loans excluding capital subscriptions and contributions to international financial institutions and the IMF; liability
2015q2	New code	174023005	 F.6, L.6	 12, 12	Personal sector; loans; asset
2015q2	New code	173066005	 L.6	 15	Personal sector; consumer credit; asset
2015q2	New code	173065005	 L.6	 14	Personal sector; mortgages; asset
2015q2	New code	544022405	 7II_matrix	 5:10	Life insurance companies; short-term debt securities; asset
2015q2	New code	514022405	 7II_matrix	 5:11	Property-casualty insurance companies; short-term debt securities; asset
2015q2	New code	544022605	 7II_matrix	 6:10	Life insurance companies; long-term debt securities; asset
2015q2	New code	514022605	 7II_matrix	 6:11	Property-casualty insurance companies; long-term debt securities; asset
2015q2	New code	544035005	 7II_matrix	 7:10	Life insurance companies; total loans including security repurchase agreements; asset 
2015q2	New code	514035005	 7II_matrix	 7:11	Property-casualty insurance companies; total loans including security repurchase agreements; asset 
2015q2	New code	544041005	 7II_matrix	 8:10	Life insurance companies; short-term loans including repurchase agreements; asset
2015q2	New code	543081005	 7II_matrix	 10:10	Life insurance companies; equity and investment fund shares; asset (IMA)
2015q2	New code	513081005	 7II_matrix	 10:11	Property-casualty insurance companies; equity and investment fund shares; asset (IMA)
2015q2	New code	543081205	 7II_matrix	 12:10	Life insurance companies; mutual fund and money market fund shares; asset
2015q2	New code	543081105	 7II_matrix	 11:10	Life insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset (IMA)
2015q2	New code	513081105	 7II_matrix	 11:11	Property-casualty insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset (IMA)
2015q2	New code	543096005			Life insurance companies; other accounts receivable; asset (IMA)
2015q2	New code	544141005	 7II_matrix, 7II_matrix	 21:10, 22:10	Life insurance companies; short-term loans including security repurchase agreements; liability
2015q2	New code	543181105	 7II_matrix	 24:10	Life insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA)
2015q2	New code	513181105	 7II_matrix	 24:11	Property-casualty insurance companies; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA)
2015q2	New code	543196105	 7II_matrix	 26:10	Life insurance companies; miscellaneous and taxes payable; libility (IMA)
2015q2	New code	522010005	 7II_matrix	 1:9	Insurance companies; nonfinancial assets (does not include land)
2015q2	New code	542010005	 7II_matrix	 1:10	Life insurance companies; nonfinancial assets (does not include land)
2015q2	New code	512010005	 7II_matrix	 1:11	Property-casualty insurance companies; nonfinancial assets (does not include land)
2015q2	New code	592010005	 7II_matrix	 1:12	Pension funds; nonfinancial assets (does not include land)
2015q2	New code	087005086	 S.1.Q	 37	Gross domestic product (GDP); statistical discrepancy as a percentage of GDP 
2015q2	New code	086902203	 S.1.Q	 36	Average of GDP and GDI
2015q2	New code	484090005	 7II_matrix, 7II_matrix, 7II_matrix	 2:4, 17:4, 24:4	Mutual funds and exchange-traded funds; total financial assets 
2015q2	New code	484022005	 7II_matrix	 4:4	Mutual funds and exchange-traded funds; debt securities; asset
2015q2	New code	654022605			Mutual funds; long-term debt securities; asset
2015q2	New code	484022605	 7II_matrix	 6:4	Mutual funds and exchange-traded funds; long-term debt securities; asset
2015q2	New code	483064105	 7II_matrix, 7II_matrix, 7II_matrix, 7II_matrix	 10:4, 10:7, 11:4, 11:7	Mutual funds and exchange-traded funds; corporate equities; asset
2015q2	New code	494090005	 7II_matrix	 2:5	Real estate investment trusts and closed-end funds; total financial assets
2015q2	New code	494022005	 7II_matrix, 7II_matrix	 4:5, 6:5	Real estate investment trusts and closed-end funds; debt securities; asset
2015q2	New code	494190005	 7II_matrix	 17:5	Real estate investment trusts and closed-end funds; total liabilities 
2015q2	New code	495000005	 7II_matrix	 27:5	Real estate investment trusts and closed-end funds; net lending (+) or borrowing (-) (financial account) 
2015q2	New code	642010005	 7II_matrix, 7II_matrix, 7II_matrix, 7II_matrix	 1:1, 1:3, 1:5, 1:6	Real estate investment trusts; nonfinancial assets
2015q2	New code	684090005	 7II_matrix	 2:1	Investment funds; total financial assets
2015q2	New code	684000005	 7II_matrix	 3:1	Investment funds; total currency and deposits; asset 
2015q2	New code	684022005	 7II_matrix	 4:1	Investment funds; debt securities; asset
2015q2	New code	684022405	 7II_matrix	 5:1	Investment funds; short-term debt securities; asset
2015q2	New code	684022605	 7II_matrix	 6:1	Investment funds; long-term debt securities; asset
2015q2	New code	684035005	 7II_matrix	 7:1	Investment funds; total loans including security repurchase agreements; asset
2015q2	New code	684041005	 7II_matrix	 8:1	Investment funds; short-term loans including repurchase agreements; asset
2015q2	New code	683093005	 7II_matrix	 16:1	Investment funds; unidentified miscellaneous assets
2015q2	New code	684194005	 7II_matrix	 17:1	Investment funds; total liabilities and equity
2015q2	New code	683181005	 7II_matrix	 24:1	Investment funds; equity and investment fund shares; liability (IMA)
2015q2	New code	864090005	 7II_matrix, 7II_matrix, 7II_matrix	 2:7, 17:7, 24:7	Money market mutual funds, mutual funds, and exchange-traded funds; total financial assets
2015q2	New code	864022005	 7II_matrix	 4:7	Money market mutual funds, mutual funds, and exchange-traded funds; debt securities; asset
2015q2	New code	864022405	 7II_matrix	 5:7	Money market mutual funds, mutual funds, and exchange-traded funds; short-term debt securities; asset
2015q2	New code	864022605	 7II_matrix	 6:7	Money market mutual funds, mutual funds, and exchange-traded funds; long-term debt securities; asset
2015q2	New code	864041005	 7II_matrix, 7II_matrix	 7:7, 8:7	Money market mutual funds, mutual funds, and exchange-traded funds; short-term loans including repurchase agreements; asset
2015q2	New code	863093005	 7II_matrix	 16:7	Money market mutual funds, mutual funds, and exchange-traded funds; unidentified miscellaneous assets
2015q2	New code	543152005	 7II_matrix	 25:10	Life insurance companies; insurance, pension and standardized guarantee schemes; liability 
2015q2	New code	513081205	 7II_matrix	 12:11	Property-casualty insurance companies; mutual fund and money market fund shares; asset
2015q2	New code	882090265	 B.1	 24	All domestic sectors; U.S. financial claims on the rest of the world; asset
2015q2	103061005	Deleted			Nonfinancial corporate business; total U.S. government securities; asset
2015q2	103075005	Deleted	 L.103	 37	Nonfinancial corporate business; trade receivables net of trade payables; asset
2015q2	103169750	103169753			Nonfinancial corporate business; customers' liability on acceptances outstanding to foreign banking offices in the U.S.; liability
2015q2	103169760	103169763			Nonfinancial corporate business; customers' liability on acceptances outstanding to U.S.-chartered commercial banks; liability
2015q2	104102005	Deleted	 F.103	 38	Nonfinancial corporate business; credit and equity market instruments; liability
2015q2	104120005	Deleted	 L.103	 39	Nonfinancial corporate business; securities and mortgages; liability
2015q2	104120006	Deleted	 L.103	 43	Nonfinancial corporate business; long-term debt as a percentage of credit market debt
2015q2	104135005	104123005	 F.103, F.214, S.5.Q, L.103, L.214, B.103, S.5.Q	 43, 13, 55, 28, 13, 30, 126	Nonfinancial corporate business; loans; liability
2015q2	114035005	114023005	 F.104, F.214, S.4.Q, L.104, L.214, B.104, S.4.Q	 15, 32, 32, 8, 32, 18, 88	Nonfinancial noncorporate business; loans; asset
2015q2	114104005	114123005	 F.104, F.214, S.4.Q, L.104, L.214, B.104, S.4.Q	 24, 14, 43, 17, 14, 27, 100	Nonfinancial noncorporate business; loans; liability
2015q2	114135005	114123005	 F.104, F.214, S.4.Q, L.104, L.214, B.104, S.4.Q	 24, 14, 43, 17, 14, 27, 100	Nonfinancial noncorporate business; loans; liability
2015q2	134104005	134123005			Farm business; loans; liabilitiy
2015q2	134140000	134140003			Farm business; total nonreal estate loans; liability
2015q2	143061005	Deleted			Nonfinancial business; total U.S. government securities; asset
2015q2	144135005	144123005	 F.102, Flows_matrix, 620_matrix, L.102, Levels_matrix, 720_matrix, SBS_matrix	 34, 29:4, 47:2, 24, 19:4, 47:2, 14:1	Nonfinancial business; loans; liability
2015q2	153061005	Deleted			Households and nonprofit organizations; total U.S. government securities; asset
2015q2	153061009	Deleted			
2015q2	153061105	153061185	 F.210, L.210	 15, 15	Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset
2015q2	153061505	153061105	 F.101, F.210, Flows_matrix, S.3.Q, L.101, L.210, B.101, Levels_matrix, S.3.Q	 26, 13, 25:1, 41, 9, 13, 17, 15:1, 103	Households and nonprofit organizations; Treasury securities; asset
2015q2	153067009	Deleted			
2015q2	153166113	153166110			Households and nonprofit organizations; revolving consumer credit, credit cards; liability
2015q2	153167005	Deleted	 F.10, F.100, F.101, F.224, Flows_matrix, Flows_matrix, S.3.Q, L.10, L.100, L.101, L.224, B.101, Levels_matrix, Levels_matrix, S.3.Q	 38, 52, 48, 2, 36:2, 36:10, 67, 25, 42, 33, 2, 39, 26:2, 26:10, 131	Households and nonprofit organizations; security credit; liability
2015q2	154021005	Deleted			Households and nonprofit organizations; municipal and corporate bonds, corporate equities and mutual fund shares; asset
2015q2	154035005	154023005	 F.101, F.214, Flows_matrix, 620_matrix, S.3.Q, L.101, L.214, B.101, B.101.e, Levels_matrix, 720_matrix, SBS_matrix, S.3.Q	 30, 30, 29:1, 12:20, 45, 13, 30, 21, 6, 19:1, 12:20, 5:9, 107	Households and nonprofit organizations; loans; asset
2015q2	154135005	154123005	 F.101, F.214, Flows_matrix, 620_matrix, S.3.Q, L.101, L.214, B.101, Levels_matrix, 720_matrix, SBS_matrix, S.3.Q, HHFAL	 42, 12, 29:2, 47:20, 62, 27, 12, 33, 19:2, 47:20, 14:9, 125, 15	Households and nonprofit organizations; loans; liability
2015q2	163061005	Deleted			Nonprofit organizations; total U.S. government securities; asset
2015q2	173061005	Deleted			Personal sector; total U.S. government securities; asset
2015q2	184104005	184123005			Corporate farm business; loans; liability
2015q2	203030003	203030000			State and local governments; total time and savings deposits; asset
2015q2	205019003	205019001	 F.2, F.4, F.107, S.2.Q, S.8.Q	 30, 31, 20, 27, 24	State and local governments; gross fixed investment
